_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_song,rtable_artists,rtable_year,gold
26646,642478,278209,"(((i)), (( )), ((n)), ((e)), ((e)), ((d)), (( )), ((t)), ((o)), (( )), ((k)), ((n)), ((o)), ((w)))","(((m)), ((a)), ((r)), ((c)), (( )), ((a)), ((n)), ((t)), ((h)), ((o)), ((n)), ((y)))",1999,"(((i)), (( )), ((n)), ((e)), ((e)), ((d)), (( )), ((t)), ((o)), (( )), ((k)), ((n)), ((o)), ((w)))","(((m)), ((a)), ((r)), ((c)), (( )), ((a)), ((n)), ((t)), ((h)), ((o)), ((n)), ((y)), ((+)), ((c)), ((o)), ((r)), ((y)), (( )), ((r)), ((o)), ((o)), ((n)), ((e)), ((y)), ((+)), ((t)), ((h)), ((e)), (( )), ((t)), ((o)), ((n)), ((i)), ((g)), ((h)), ((t)), (( )), ((s)), ((h)), ((o)), ((w)), (( )), ((b)), ((a)), ((n)), ((d)))",1992,1
27516,773019,246357,"(((t)), ((h)), ((a)), ((n)), ((k)), (( )), ((y)), ((o)), ((u)), (( )), ((f)), ((o)), ((r)), (( )), ((b)), ((e)), ((i)), ((n)), ((g)), (( )), ((a)), (( )), ((f)), ((r)), ((i)), ((e)), ((n)), ((d)))","(((a)), ((n)), ((d)), ((r)), ((e)), ((w)), (( )), ((g)), ((o)), ((l)), ((d)))",1978,"(((t)), ((h)), ((a)), ((n)), ((k)), (( )), ((y)), ((o)), ((u)), (( )), ((f)), ((o)), ((r)), (( )), ((b)), ((e)), ((i)), ((n)), ((g)), (( )), ((a)), (( )), ((f)), ((r)), ((i)), ((e)), ((n)), ((d)))","(((a)), ((n)), ((d)), ((r)), ((e)), ((w)), (( )), ((g)), ((o)), ((l)), ((d)), ((+)), ((c)), ((y)), ((n)), ((t)), ((h)), ((i)), ((a)), (( )), ((f)), ((e)), ((e)))",1985,1
27877,951906,436255,"(((f)), ((a)), ((m)), ((e)), (( )), ((0)), ((9)))","(((n)), ((a)), ((t)), ((u)), ((r)), ((i)), (( )), ((n)), ((a)), ((u)), ((g)), ((h)), ((t)), ((o)), ((n)))",0,"(((f)), ((a)), ((m)), ((e)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((g)), ((o)), ((r)), ((e)), ((+)), ((d)), ((e)), ((a)), ((n)), (( )), ((p)), ((i)), ((t)), ((c)), ((h)), ((f)), ((o)), ((r)), ((d)), ((+)), ((n)), ((a)), ((t)), ((u)), ((r)), ((i)), (( )), ((n)), ((a)), ((u)), ((g)), ((h)), ((t)), ((o)), ((n)))",2009,1
29368,505576,698399,"(((m)), ((a)), ((r)), ((m)), ((o)), ((r)), ((_)), (( )), ((s)), ((t)), ((e)), ((i)), ((n)), (( )), ((u)), ((n)), ((d)), (( )), ((e)), ((i)), ((s)), ((e)), ((n)), (( )), ((b)), ((r)), ((i)), ((c)), ((h)), ((t)), (( )), ((-)), (( )), ((e)), ((x)), ((k)), ((l)), ((u)), ((s)), ((i)), ((v)), ((e)), (( )), ((n)), ((e)), ((u)), ((a)), ((u)), ((f)), ((n)), ((a)), ((h)), ((m)), ((e)))","(((d)), ((r)), ((a)), ((f)), ((i)), (( )), ((d)), ((e)), ((u)), ((t)), ((s)), ((c)), ((h)), ((e)), ((r)))",0,"(((m)), ((a)), ((r)), ((m)), ((o)), ((r)), (( )), (( )), ((s)), ((t)), ((e)), ((i)), ((n)), (( )), ((u)), ((n)), ((d)), (( )), ((e)), ((i)), ((s)), ((e)), ((n)), (( )), ((b)), ((r)), ((i)), ((c)), ((h)), ((t)))","(((d)), ((r)), ((a)), ((f)), ((i)), (( )), ((d)), ((e)), ((u)), ((t)), ((s)), ((c)), ((h)), ((e)), ((r)))",2015,1
29394,843849,339206,"(((t)), ((i)), (( )), ((o)), ((f)), ((f)), ((r)), ((o)), (( )), ((d)), ((a)), (( )), ((b)), ((e)), ((r)), ((e)))","(((g)), ((i)), ((a)), ((n)), ((n)), ((i)), (( )), ((m)), ((o)), ((r)), ((a)), ((n)), ((d)), ((i)))",0,"(((t)), ((i)), (( )), ((o)), ((f)), ((f)), ((r)), ((o)), (( )), ((d)), ((a)), (( )), ((b)), ((e)), ((r)), ((e)))","(((g)), ((i)), ((a)), ((n)), ((n)), ((i)), (( )), ((m)), ((o)), ((r)), ((a)), ((n)), ((d)), ((i)))",2003,1
31964,783441,270032,"(((t)), ((h)), ((e)), (( )), ((t)), ((h)), ((r)), ((e)), ((e)), (( )), ((b)), ((e)), ((l)), ((l)), ((s)), (( )), ((()), ((l)), ((e)), ((s)), (( )), ((t)), ((r)), ((o)), ((i)), ((s)), (( )), ((c)), ((l)), ((o)), ((c)), ((h)), ((e)), ((s)), (())), (( )), ((()), ((d)), ((i)), ((g)), ((i)), ((t)), ((a)), ((l)), ((l)), ((y)), (( )), ((r)), ((e)), ((m)), ((a)), ((s)), ((t)), ((e)), ((r)), ((e)), ((d)), (())))","(((t)), ((h)), ((e)), (( )), ((b)), ((r)), ((o)), ((w)), ((n)), ((s)))",0,"(((t)), ((h)), ((e)), (( )), ((t)), ((h)), ((r)), ((e)), ((e)), (( )), ((b)), ((e)), ((l)), ((l)), ((s)), (( )), ((()), ((l)), ((e)), ((s)), (( )), ((t)), ((r)), ((o)), ((i)), ((s)), (( )), ((c)), ((l)), ((o)), ((c)), ((h)), ((e)), ((s)), (())))","(((j)), ((e)), ((a)), ((n)), (( )), ((v)), ((i)), ((l)), ((l)), ((a)), ((r)), ((d)), ((+)), ((t)), ((h)), ((e)), (( )), ((b)), ((r)), ((o)), ((w)), ((n)), ((s)))",1999,1
33433,390091,319537,"(((v)), ((e)), ((r)), ((s)), ((t)), ((e)), ((h)), ((t)), (( )), ((i)), ((h)), ((r)), (( )), ((w)), ((a)), ((s)), (( )), ((v)), ((o)), ((n)), (( )), ((v)), ((Ã)), ((¶)), ((g)), ((e)), ((l)), ((n)), ((?)))","(((f)), ((u)), ((n)), ((n)), ((y)), (( )), ((v)), ((a)), ((n)), (( )), ((d)), ((a)), ((n)), ((n)), ((e)), ((n)))",1997,"(((v)), ((e)), ((r)), ((s)), ((t)), ((e)), ((h)), ((t)), (( )), ((i)), ((h)), ((r)), (( )), ((w)), ((a)), ((s)), (( )), ((v)), ((o)), ((n)), (( )), ((v)), ((Ã)), ((¶)), ((g)), ((e)), ((l)), ((n)), ((?)))","(((f)), ((u)), ((n)), ((n)), ((y)), (( )), ((v)), ((a)), ((n)), (( )), ((d)), ((a)), ((n)), ((n)), ((e)), ((n)))",2007,1
35078,493770,58471,"(((a)), ((d)), ((d)), ((i)), ((c)), ((t)), ((e)), ((d)), (( )), ((t)), ((o)), (( )), ((l)), ((o)), ((v)), ((e)))","(((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((p)), ((a)), ((l)), ((m)), ((e)), ((r)))",1985,"(((a)), ((d)), ((d)), ((i)), ((c)), ((t)), ((e)), ((d)), (( )), ((t)), ((o)), (( )), ((l)), ((o)), ((v)), ((e)))","(((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((p)), ((a)), ((l)), ((m)), ((e)), ((r)))",2005,1
35213,946882,727237,"(((m)), ((o)), ((r)), ((e)), (( )), ((l)), ((o)), ((v)), ((e)))","(((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((f)), ((f)), ((r)), ((e)), ((n)), ((c)), ((h)), (( )), ((&)), (( )), ((h)), ((e)), ((a)), ((v)), ((y)), (( )), ((d)))",0,"(((h)), ((e)), ((y)), (( )), ((l)), ((o)), ((v)), ((e)))","(((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((m)), ((c)), ((a)), ((t)), ((e)), ((e)))",2004,0
35374,405390,87960,"(((c)), ((a)), ((l)), ((i)), ((f)), ((o)), ((r)), ((n)), ((i)), ((a)))","(((p)), ((h)), ((a)), ((n)), ((t)), ((o)), ((m)), (( )), ((p)), ((l)), ((a)), ((n)), ((e)), ((t)))",2001,"(((c)), ((a)), ((l)), ((i)), ((f)), ((o)), ((r)), ((n)), ((i)), ((a)))","(((p)), ((h)), ((a)), ((n)), ((t)), ((o)), ((m)), (( )), ((p)), ((l)), ((a)), ((n)), ((e)), ((t)))",2002,1
35885,152314,438767,"(((m)), ((u)), ((s)), ((i)), ((c)), (( )), ((f)), ((o)), ((r)), (( )), ((t)), ((h)), ((e)), (( )), ((l)), ((a)), ((s)), ((t)), (( )), ((c)), ((o)), ((u)), ((p)), ((l)), ((e)))","(((t)), ((h)), ((e)), (( )), ((j)), ((a)), ((m)))",1980,"(((l)), ((a)), ((s)), ((t)), (( )), ((e)), ((x)), ((i)), ((t)), (( )), ((f)), ((o)), ((r)), (( )), ((t)), ((h)), ((e)), (( )), ((l)), ((o)), ((s)), ((t)))","(((c)), ((a)), ((r)), ((l)), (( )), ((m)), ((c)), ((c)), ((o)), ((y)), ((+)), ((t)), ((o)), ((n)), ((y)), (( )), ((p)), ((e)), ((t)), ((t)), ((i)), ((t)), ((t)), ((+)), ((p)), ((a)), ((u)), ((l)), (( )), ((w)), ((r)), ((i)), ((g)), ((h)), ((t)), ((+)), ((a)), ((n)), ((d)), ((r)), ((e)), ((w)), (( )), ((w)), ((r)), ((i)), ((g)), ((h)), ((t)), ((+)), ((p)), ((e)), ((t)), ((e)), ((r)), (( )), ((y)), ((a)), ((t)), ((e)), ((s)), ((+)), ((f)), ((i)), ((e)), ((l)), ((d)), ((s)), (( )), ((o)), ((f)), (( )), ((t)), ((h)), ((e)), (( )), ((n)), ((e)), ((p)), ((h)), ((i)), ((l)), ((i)), ((m)))",1991,0
37017,823281,644452,"(((g)), ((r)), ((a)), ((v)), ((i)), ((t)), ((y)))","(((j)), ((o)), ((h)), ((n)), (( )), ((m)), ((a)), ((y)), ((e)), ((r)), (( )), ((t)), ((r)), ((i)), ((o)))",2005,"(((g)), ((r)), ((a)), ((v)), ((i)), ((t)), ((y)))","(((j)), ((o)), ((h)), ((n)), (( )), ((m)), ((a)), ((y)), ((e)), ((r)))",2006,1
37109,289581,134511,"(((b)), ((u)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((k)), ((n)), ((o)), ((w)), (( )), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)))","(((d)), ((o)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((r)), ((t)), ((o)), ((n)))",1980,"(((i)), (( )), ((w)), ((i)), ((l)), ((l)), (( )), ((a)), ((l)), ((w)), ((a)), ((y)), ((s)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)), (( )), ((()), ((b)), ((l)), ((u)), ((e)), ((g)), ((r)), ((a)), ((s)), ((s)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((d)), ((o)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((r)), ((t)), ((o)), ((n)))",1993,0
41997,730283,630392,"(((d)), ((o)), (( )), ((t)), ((h)), ((e)), (( )), ((p)), ((u)), ((s)), ((h)), (( )), ((a)), ((n)), ((d)), (( )), ((p)), ((u)), ((l)), ((l)), (( )), ((-)), (( )), ((l)), ((i)), ((v)), ((e)))","(((r)), ((u)), ((f)), ((u)), ((s)), (( )), ((t)), ((h)), ((o)), ((m)), ((a)), ((s)))",0,"(((p)), ((u)), ((s)), ((h)), (( )), ((a)), ((n)), ((d)), (( )), ((p)), ((u)), ((l)), ((l)), (( )), ((p)), ((a)), ((r)), ((t)), (( )), ((o)), ((n)), ((e)))","(((r)), ((u)), ((f)), ((u)), ((s)), (( )), ((t)), ((h)), ((o)), ((m)), ((a)), ((s)))",2001,0
42090,925945,173019,"(((r)), ((i)), ((d)), ((e)))","(((c)), ((a)), ((r)), ((y)), (( )), ((b)), ((r)), ((o)), ((t)), ((h)), ((e)), ((r)), ((s)))",2006,"(((r)), ((i)), ((d)), ((e)))","(((c)), ((a)), ((r)), ((y)), (( )), ((b)), ((r)), ((o)), ((t)), ((h)), ((e)), ((r)), ((s)), (( )), (( )), ((w)), ((i)), ((t)), ((h)), (( )), ((j)), ((a)), ((s)), ((o)), ((n)), (( )), ((k)), ((a)), ((n)), ((a)), ((k)), ((i)), ((s)))",2003,1
44438,888278,255215,"(((g)), ((a)), ((m)), ((e)), (( )), ((s)), ((e)), ((t)), (( )), ((a)), ((n)), ((d)), (( )), ((m)), ((a)), ((t)), ((c)), ((h)))","(((t)), ((h)), ((e)), (( )), ((h)), ((e)), ((r)), ((b)), ((a)), ((l)), ((i)), ((s)), ((e)), ((r)))",2008,"(((t)), ((h)), ((e)), (( )), ((m)), ((a)), ((t)), ((c)), ((h)), (( )), ((g)), ((a)), ((m)), ((e)))","(((t)), ((h)), ((e)), (( )), ((s)), ((c)), ((o)), ((r)), ((e)), (( )), ((p)), ((r)), ((o)), ((d)), ((u)), ((c)), ((t)), ((i)), ((o)), ((n)), (( )), ((b)), ((a)), ((n)), ((d)))",1962,0
44599,193991,87116,"(((o)), ((n)), ((l)), ((y)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((w)), ((i)), ((l)), ((l)), (( )), ((h)), ((o)), ((l)), ((d)), (( )), ((f)), ((a)), ((s)), ((t)))","(((c)), ((h)), ((a)), ((r)), ((l)), ((i)), ((e)), (( )), ((p)), ((e)), ((a)), ((c)), ((o)), ((c)), ((k)))",1988,"(((o)), ((n)), ((l)), ((y)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((w)), ((i)), ((l)), ((l)), (( )), ((h)), ((o)), ((l)), ((d)), (( )), ((f)), ((a)), ((s)), ((t)))","(((c)), ((h)), ((a)), ((r)), ((l)), ((i)), ((e)), (( )), ((d)), ((e)), ((a)), ((c)), ((o)), ((c)), ((k)), ((+)), ((c)), ((a)), ((r)), ((r)), ((i)), ((e)), (( )), ((h)), ((a)), ((m)), ((i)), ((l)), ((t)), ((o)), ((n)), ((+)), ((n)), ((i)), ((a)), (( )), ((p)), ((e)), ((e)), ((p)), ((l)), ((e)), ((s)), ((+)), ((l)), ((o)), ((r)), ((e)), ((t)), ((t)), ((a)), (( )), ((c)), ((h)), ((a)), ((n)), ((d)), ((l)), ((e)), ((r)), ((+)), ((e)), ((l)), ((i)), ((s)), ((a)), (( )), ((h)), ((e)), ((i)), ((n)), ((s)), ((o)), ((h)), ((n)))",1982,1
45748,493541,463643,"(((a)), ((n)), ((a)), ((m)), ((a)), ((r)), ((i)), ((a)))","(((m)), ((o)), ((n)), ((t)), ((e)), ((f)), ((i)), ((o)), ((r)), ((i)), (( )), ((c)), ((o)), ((c)), ((k)), ((t)), ((a)), ((i)), ((l)))",1997,"(((a)), ((n)), ((a)), ((m)), ((a)), ((r)), ((i)), ((a)))","(((f)), ((r)), ((a)), ((n)), ((c)), ((e)), ((s)), ((c)), ((o)), (( )), ((m)), ((o)), ((n)), ((t)), ((e)), ((f)), ((i)), ((o)), ((r)), ((i)), ((+)), ((f)), ((e)), ((d)), ((e)), ((r)), ((i)), ((c)), ((o)), (( )), ((m)), ((o)), ((n)), ((t)), ((e)), ((f)), ((i)), ((o)), ((r)), ((i)), ((+)), ((m)), ((o)), ((n)), ((t)), ((e)), ((f)), ((i)), ((o)), ((r)), ((i)), (( )), ((c)), ((o)), ((c)), ((k)), ((t)), ((a)), ((i)), ((l)))",2000,1
45749,549906,636464,"(((2)), ((0)), ((0)), ((1)), ((:)), (( )), ((a)), (( )), ((s)), ((p)), ((a)), ((c)), ((e)), (( )), ((o)), ((d)), ((y)), ((s)), ((s)), ((e)), ((y)), (( )), ((-)), (( )), ((b)), ((l)), ((u)), ((e)), (( )), ((d)), ((a)), ((n)), ((u)), ((b)), ((e)), (( )), ((w)), ((a)), ((l)), ((t)), ((z)))","(((s)), ((t)), ((r)), ((a)), ((u)), ((s)), ((s)))",0,"(((b)), ((l)), ((u)), ((e)), (( )), ((d)), ((a)), ((n)), ((u)), ((b)), ((e)), (( )), ((w)), ((a)), ((l)), ((t)), ((z)))","(((j)), ((o)), ((h)), ((a)), ((n)), ((n)), (( )), ((s)), ((t)), ((r)), ((a)), ((u)), ((s)), ((s)))",1990,1
46394,580222,81131,"(((b)), ((e)), ((t)), ((t)), ((e)), ((r)), (( )), ((w)), ((o)), ((r)), ((l)), ((d)))","(((p)), ((h)), ((a)), ((s)), ((e)), (( )), ((3)), (( )), ((v)), ((s)), ((.)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((a)), ((c)), ((h)), ((i)), ((n)), ((e)))",0,"(((b)), ((e)), ((t)), ((t)), ((e)), ((r)), (( )), ((n)), ((o)), ((w)))","(((t)), ((h)), ((e)), (( )), ((v)), ((e)), ((s)), ((p)), ((e)), ((r)), ((s)))",2012,0
47240,673249,193158,"(((i)), (( )), ((p)), ((r)), ((e)), ((d)), ((i)), ((c)), ((t)), (( )), ((a)), (( )), ((r)), ((i)), ((o)), ((t)))","(((k)), ((a)), ((i)), ((s)), ((e)), ((r)), (( )), ((c)), ((h)), ((i)), ((e)), ((f)), ((s)))",2004,"(((i)), (( )), ((p)), ((r)), ((e)), ((d)), ((i)), ((c)), ((t)), (( )), ((a)), (( )), ((r)), ((i)), ((o)), ((t)))","(((k)), ((a)), ((i)), ((s)), ((e)), ((r)), (( )), ((c)), ((h)), ((i)), ((e)), ((f)), ((s)))",2009,1
49562,614965,170384,"(((b)), ((a)), ((c)), ((k)), ((w)), ((e)), ((l)), ((l)))","(((b)), ((e)), ((a)), ((k)), ((>)))",0,"(((b)), ((a)), ((c)), ((k)), ((w)), ((e)), ((l)), ((l)))","(((b)), ((e)), ((a)), ((k)), ((>)))",2011,1
50176,922405,303247,"(((t)), ((h)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)), (( )), ((i)), ((s)), (( )), ((n)), ((o)), ((w)), (( )), ((()), ((l)), ((i)), ((v)), ((e)), (( )), ((a)), ((t)), (( )), ((b)), ((r)), ((i)), ((x)), ((t)), ((o)), ((n)), (())))","(((m)), ((o)), ((l)), ((o)), ((k)), ((o)))",2006,"(((t)), ((h)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)), (( )), ((i)), ((s)), (( )), ((n)), ((o)), ((w)))","(((m)), ((o)), ((l)), ((o)), ((k)), ((o)))",1964,1
51932,259098,188399,"(((m)), ((e)), ((r)), ((r)), ((y)), (( )), ((h)), ((a)), ((p)), ((p)), ((y)), (( )), ((/)), (( )), ((l)), ((i)), ((t)), ((t)), ((l)), ((e)), (( )), ((r)), ((e)), ((d)))","(((k)), ((a)), ((t)), ((e)), (( )), ((n)), ((a)), ((s)), ((h)))",2007,"(((m)), ((e)), ((r)), ((r)), ((y)), (( )), ((h)), ((a)), ((p)), ((p)), ((y)))","(((k)), ((a)), ((t)), ((e)), (( )), ((n)), ((a)), ((s)), ((h)))",2008,1
52779,319897,154605,"(((g)), ((r)), ((o)), ((w)), ((i)), ((n)), ((g)), (( )), ((p)), ((a)), ((i)), ((n)), ((s)))","(((l)), ((a)), (( )), ((r)), ((o)), ((u)), ((x)))",2009,"(((g)), ((r)), ((o)), ((w)), ((i)), ((n)), ((g)), (( )), ((p)), ((a)), ((i)), ((n)), ((s)))","(((e)), ((l)), ((l)), ((y)), (( )), ((j)), ((a)), ((c)), ((k)), ((s)), ((o)), ((n)), ((+)), ((b)), ((e)), ((n)), (( )), ((l)), ((a)), ((n)), ((g)), ((m)), ((a)), ((i)), ((d)), ((+)), ((j)), ((e)), ((f)), ((f)), (( )), ((p)), ((a)), ((t)), ((t)), ((e)), ((r)), ((s)), ((o)), ((n)), ((+)), ((l)), ((a)), (( )), ((r)), ((o)), ((u)), ((x)))",2009,1
55121,624978,51122,"(((m)), ((y)), (( )), ((g)), ((i)), ((r)), ((l)))","(((t)), ((h)), ((e)), (( )), ((r)), ((o)), ((l)), ((l)), ((i)), ((n)), ((g)), (( )), ((s)), ((t)), ((o)), ((n)), ((e)), ((s)))",1967,"(((i)), (( )), ((n)), ((e)), ((e)), ((d)), (( )), ((m)), ((y)), (( )), ((g)), ((i)), ((r)), ((l)))","(((t)), ((h)), ((e)), (( )), ((n)), ((a)), ((t)), ((i)), ((o)), ((n)), ((a)), ((l)))",2010,0
56685,951505,107581,"(((h)), ((i)), ((p)), ((p)), ((y)), (( )), ((h)), ((i)), ((p)), ((p)), ((y)), (( )), ((s)), ((h)), ((a)), ((k)), ((e)))","(((t)), ((h)), ((e)), (( )), ((s)), ((w)), ((i)), ((n)), ((g)), ((i)), ((n)), ((g)), (( )), ((b)), ((l)), ((u)), ((e)), (( )), ((j)), ((e)), ((a)), ((n)), ((s)))",1963,"(((h)), ((i)), ((p)), ((p)), ((y)), (( )), ((h)), ((i)), ((p)), ((p)), ((y)), (( )), ((s)), ((h)), ((a)), ((k)), ((e)))","(((t)), ((h)), ((e)), (( )), ((s)), ((w)), ((i)), ((n)), ((g)), ((i)), ((n)), ((g)), (( )), ((b)), ((l)), ((u)), ((e)), (( )), ((j)), ((e)), ((a)), ((n)), ((s)), ((+)), ((c)), ((h)), ((a)), ((n)), (( )), ((r)), ((o)), ((m)), ((e)), ((r)), ((o)))",1992,1
57312,686063,342271,"(((h)), ((a)), ((n)), ((d)), (( )), ((i)), ((n)), (( )), ((m)), ((y)), (( )), ((p)), ((o)), ((c)), ((k)), ((e)), ((t)), (( )), ((()), ((a)), ((l)), ((b)), ((u)), ((m)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((a)), ((l)), ((a)), ((n)), ((i)), ((s)), (( )), ((m)), ((o)), ((r)), ((i)), ((s)), ((s)), ((e)), ((t)), ((t)), ((e)))",1996,"(((h)), ((a)), ((n)), ((d)), (( )), ((i)), ((n)), (( )), ((m)), ((y)), (( )), ((p)), ((o)), ((c)), ((k)), ((e)), ((t)))","(((a)), ((l)), ((a)), ((n)), ((i)), ((s)), (( )), ((m)), ((o)), ((r)), ((i)), ((s)), ((s)), ((e)), ((t)), ((t)), ((e)), (( )), (( )), ((/)), (( )), ((g)), ((l)), ((e)), ((n)), (( )), ((b)), ((a)), ((l)), ((l)), ((a)), ((r)), ((d)), ((+)), ((a)), ((l)), ((a)), ((n)), ((i)), ((s)), (( )), ((m)), ((o)), ((r)), ((i)), ((s)), ((s)), ((e)), ((t)), ((t)), ((e)))",1997,1
57836,251700,57111,"(((b)), ((e)), ((a)), ((u)), ((t)), ((i)), ((f)), ((u)), ((l)), (( )), ((l)), ((o)), ((v)), ((e)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((n)), ((e)), ((l)), ((s)), ((o)), ((n)))",0,"(((h)), ((i)), ((g)), ((h)), ((e)), ((r)), (( )), ((l)), ((o)), ((v)), ((e)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((w)), ((i)), ((n)), ((w)), ((o)), ((o)), ((d)), ((+)), ((w)), ((i)), ((l)), ((l)), (( )), ((j)), ((e)), ((n)), ((n)), ((i)), ((n)), ((g)), ((s)))",2006,0
57874,617442,57111,"(((h)), ((i)), ((g)), ((h)), ((e)), ((r)), (( )), ((l)), ((o)), ((v)), ((e)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((c)), ((l)), ((a)), ((r)), ((k)))",0,"(((h)), ((i)), ((g)), ((h)), ((e)), ((r)), (( )), ((l)), ((o)), ((v)), ((e)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((w)), ((i)), ((n)), ((w)), ((o)), ((o)), ((d)), ((+)), ((w)), ((i)), ((l)), ((l)), (( )), ((j)), ((e)), ((n)), ((n)), ((i)), ((n)), ((g)), ((s)))",2006,1
58261,581585,694438,"(((h)), ((e)), ((a)), ((r)), ((t)), (( )), ((l)), ((i)), ((k)), ((e)), (( )), ((a)), (( )), ((w)), ((h)), ((e)), ((e)), ((l)), (( )), ((()), ((a)), ((l)), ((b)), ((u)), ((m)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((k)), ((a)), ((t)), ((e)), (( )), ((&)), (( )), ((a)), ((n)), ((n)), ((a)), (( )), ((m)), ((c)), ((g)), ((a)), ((r)), ((r)), ((i)), ((g)), ((l)), ((e)))",1975,"(((h)), ((e)), ((a)), ((r)), ((t)), (( )), ((l)), ((i)), ((k)), ((e)), (( )), ((a)), (( )), ((w)), ((h)), ((e)), ((e)), ((l)))","(((a)), ((n)), ((n)), ((a)), (( )), ((m)), ((c)), ((g)), ((a)), ((r)), ((r)), ((i)), ((g)), ((l)), ((e)), ((+)), ((k)), ((a)), ((t)), ((e)), (( )), ((m)), ((c)), ((g)), ((a)), ((r)), ((r)), ((i)), ((g)), ((l)), ((e)))",2009,1
59966,888278,255664,"(((g)), ((a)), ((m)), ((e)), (( )), ((s)), ((e)), ((t)), (( )), ((a)), ((n)), ((d)), (( )), ((m)), ((a)), ((t)), ((c)), ((h)))","(((t)), ((h)), ((e)), (( )), ((h)), ((e)), ((r)), ((b)), ((a)), ((l)), ((i)), ((s)), ((e)), ((r)))",2008,"(((t)), ((h)), ((e)), (( )), ((m)), ((a)), ((t)), ((c)), ((h)), (( )), ((g)), ((a)), ((m)), ((e)))","(((t)), ((h)), ((e)), (( )), ((s)), ((c)), ((o)), ((r)), ((e)), (( )), ((p)), ((r)), ((o)), ((d)), ((u)), ((c)), ((t)), ((i)), ((o)), ((n)), (( )), ((b)), ((a)), ((n)), ((d)))",1962,0
60711,926667,140151,"(((i)), (( )), ((k)), ((n)), ((o)), ((w)), (( )), ((w)), ((h)), ((e)), ((r)), ((e)), (( )), ((i)), ((t)), ((')), ((s)), (( )), ((a)), ((t)), (( )), ((()), ((n)), ((u)), (( )), ((b)), ((i)), ((r)), ((t)), ((h)), (( )), ((r)), ((i)), ((d)), ((d)), ((u)), ((m)), (( )), ((d)), ((u)), ((b)), (())))","(((a)), ((l)), ((l)), (( )), ((s)), ((a)), ((i)), ((n)), ((t)), ((s)))",1998,"(((i)), (( )), ((k)), ((n)), ((o)), ((w)), (( )), ((w)), ((h)), ((e)), ((r)), ((e)), (( )), ((i)), ((t)), ((s)), (( )), ((a)), ((t)))","(((a)), ((l)), ((l)), (( )), ((s)), ((a)), ((i)), ((n)), ((t)), ((s)))",2009,1
61322,381809,680734,"(((i)), ((t)), (( )), ((t)), ((a)), ((k)), ((e)), ((s)), (( )), ((t)), ((w)), ((o)))","(((r)), ((o)), ((b)), (( )), ((b)), ((a)), ((s)), ((e)), (( )), ((&)), (( )), ((d)), ((j)), (( )), ((e)), ((z)), (( )), ((r)), ((o)), ((c)), ((k)))",1988,"(((i)), ((t)), (( )), ((t)), ((a)), ((k)), ((e)), ((s)), (( )), ((t)), ((w)), ((o)))","(((j)), ((a)), ((m)), ((e)), ((s)), (( )), ((b)), ((r)), ((o)), ((w)), ((n)), ((+)), ((r)), ((o)), ((b)), ((e)), ((r)), ((t)), (( )), ((g)), ((i)), ((n)), ((y)), ((a)), ((r)), ((d)), ((+)), ((r)), ((o)), ((b)), (( )), ((b)), ((a)), ((s)), ((e)), ((+)), ((d)), ((j)), (( )), ((e)), ((z)), (( )), ((r)), ((o)), ((c)), ((k)))",2003,1
